"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards a unified architecture of cloud service delivery platform","Y. Huang; Y. Yang; M. Rossi; B. Xu","Cloud Computing Innovation Center, Hubei University of Arts and Sciences, Xiang Yang, Hubei, China; Cloud Computing Innovation Center, Hubei University of Arts and Sciences, Xiang Yang, Hubei, China; Sunnyvale, CA, USA; Cloud Computing Innovation Center, Hubei University of Arts and Sciences, Xiang Yang, Hubei, China",2012 IEEE 2nd International Conference on Cloud Computing and Intelligence Systems,"14 Nov 2013","2012","01","","360","364","In this paper, we propose a unified architecture of cloud service delivery platform that serves as a launch pad to deliver any IT resources, software in particular, as a service. A generic cloud service delivery platform is implemented based on the proposed unified architecture. A messaging-oriented-middleware (MoM) system is used as a supporting framework in the implementation. The platform currently hosts dozens of SaaS while offering billing, customer care, payment and BI as common services. The loosely-coupled open architecture is proven extremely helpful in accommodating the dynamic nature of the hosted SaaS; on-boarding a new SaaS requires minimum efforts, with minimum impact to the rest of the system.","2376-595X","978-1-4673-1857-0","10.1109/CCIS.2012.6664428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6664428","Cloud Service Delivery Platform;Billing;Customer Care;BI;MoM;SSO;SaaS;Cloud Computing","Software as a service;Computer architecture;Cloud computing;Business;Data integration;Method of moments","","2","","14","IEEE","14 Nov 2013","30 Oct.-1 Nov. 2012","30 Oct.-1 Nov. 2012","IEEE","IEEE Conferences"
"Leveraging Cloud Computing in Geodatabase Management","A. Cary; Y. Yesha; M. Adjouadi; N. Rishe","School of Computing and Information Sciences, Florida International University, Miami, FL, USA; Computer Science and Electrical Engineering, University of Maryland, Baltimore, MD, USA; College of Engineering and Computing, Florida International University, Miami, FL, USA; School of Computing and Information Sciences, Florida International University, Miami, FL, USA",2010 IEEE International Conference on Granular Computing,"16 Sep 2010","2010","","","73","78","In this work, we leverage Cloud computing technologies in scaling out data management in geographical databases. In particular, we tackle the issue of data indexing in parallel. First, spatial data is partitioned and indexed in a Hadoop MapReduce cluster. Two main partitioning strategies are evaluated: a) A linear-complexity method based on Zorder values, and b) An iterative algorithm based on X-means clustering. The advantages and drawbacks of each method are weighted in with relation to query performance. Second, interactive queries are processed from a local site using the index data structures built in the Cloud. We perform an experimental study on a real dataset of 110 million spatial objects representing property parcels in the United States. Our results support Cloud computing as an effective technology to cope up with huge datasets and, in particular, MapReduce parallel programming model in easing parallel processing implementations.","","978-1-4244-7964-1","10.1109/GrC.2010.163","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5576271","GIS;Cloud Computing;MapReduce;Parallel Indexing","Spatial databases;Indexing;Clouds;Time factors;Construction industry;Cloud computing","","16","2","15","IEEE","16 Sep 2010","14-16 Aug. 2010","14-16 Aug. 2010","IEEE","IEEE Conferences"
"Multi-objective particle swarm optimization for resource allocation in cloud computing","M. Feng; X. Wang; Y. Zhang; J. Li","Department of Automation Engineering, Military Transportation University, TianJin, China; Department of Automation Engineering, Military Transportation University, TianJin, China; Department of Automation Engineering, Military Transportation University, TianJin, China; Department of Automation Engineering, Military Transportation University, TianJin, China",2012 IEEE 2nd International Conference on Cloud Computing and Intelligence Systems,"14 Nov 2013","2012","03","","1161","1165","Cloud computing is now a hot topic of research that is assumed as the third revolution of IT after computer technology and the internet. In cloud computing field, a service-provider offers large number of resources like computing units, storage space and software etc for customers with a relatively low cost. As the number of customer increases, fulfilling their requirements may become an important yet intractable matter. Resource allocation is therefore a primary issue considered restriction in resource amount that could be afforded by a company. The problem of resource allocation in cloud computing is thought to be a combinatorial optimization problem to a large company for numbers of their customers and owned resources could be huge enough. A particle swarm optimization algorithm is designed for this problem. The algorithm aims at finding out a desired task scheduler on resources based on multiple considerations including total task executing time, resource reservation, and QOS of each task. Pareto-domination mechanism is introduced into the algorithm helping searching multi-objective optimal solutions. Experimental results verify effectiveness and efficiency of the presented algorithm.","2376-595X","978-1-4673-1857-0","10.1109/CCIS.2012.6664566","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6664566","cloud computing;resource allocation;particle swarm optimization;pareto-dominate","Cloud computing;Resource management;Algorithm design and analysis;Particle swarm optimization;Processor scheduling;Job shop scheduling","","29","","10","IEEE","14 Nov 2013","30 Oct.-1 Nov. 2012","30 Oct.-1 Nov. 2012","IEEE","IEEE Conferences"
"An Architecture for Orchestrating Hadoop Applications in Hybrid Cloud","C. R. Senna; L. G. C. Russi; E. R. M. Madeira","Institute of Computing, University of Campinas (UNICAMP), Campinas, Brazil; Institute of Computing, University of Campinas (UNICAMP), Campinas, Brazil; Institute of Computing, University of Campinas (UNICAMP), Campinas, Brazil","2014 14th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing","8 Jul 2014","2014","","","544","545","MapReduce is a programming model for processing and generating large data sets, and Hadoop, a MapReduce implementation, is a good tool to handle Big Data. Cloud computing with its ubiquitous characteristic, on demand and dynamic resource provisioning at low cost has potential to be the environment to treat big data. However, using Hadoop on the cloud spends time and requires technical knowledge from users. The hybrid cloud leverages these requirements, because it's necessary to evaluate the resources in private cloud and, if necessary, obtain and prepare on-demand resources in the public cloud. Moreover, the simultaneous management of private and public domains requires an appropriate model that combines performance with minimal cost. In this paper we propose an architecture to make the orchestration of Hadoop applications in hybrid clouds. The core of the model consists of a web portal for submissions, an orchestration engine and an execution services factory. Through these three components it's possible to automate the preparation of a cross-domain cluster, performing the provisioning of files involved, managing the execution of the application, and making the results available to the user.","","978-1-4799-2784-5","10.1109/CCGrid.2014.46","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6846494","cloud computing;hybrid cloud;big data;MapReduce;Hadoop","Cloud computing;Computer architecture;Engines;Portals;Production facilities;Big data;Dynamic scheduling","","1","","3","IEEE","8 Jul 2014","26-29 May 2014","26-29 May 2014","IEEE","IEEE Conferences"
"Towards a Parallel Constraint Solver for Cloud Computing Environments","T. Menouer; N. Sukhija; P. Darmon","UMANIS, Levallois Perret, France; Department of Computer Science, Slippery Rock University of Pennsylvania, Slippery Rock, USA; UMANIS, Levallois Perret, France",2019 IEEE Fifth International Conference on Big Data Computing Service and Applications (BigDataService),"26 Sep 2019","2019","","","195","198","This paper presents a parallel Constraint Programming (CP) solver for Optimizing the Performance of CP problems in Cloud Computing Environments. The parallelization of Constraint Programming (CP) solvers is widely proposed in the literature to improve the resolution of CP problems by reducing the computing time. Moreover, the current CP problems addressed by the industry involve big data scenarios and solving such complex problems in less time require the use of scalable many-core computing resources that are easily offered by the cloud computing environments. However, achieving optimal performance on CP solvers is a major concern while dealing with cloud infrastructure. To address this issue, we propose a parallelization approach that enables communication between several parallel CP solvers to efficiently exploit the massively available computing resources, thus minimizing the performance degradation of the CP solvers in cloud environments. The benefit of employing our approach is insuring good load balancing between all computing cores that encompasses the cloud infrastructure.","","978-1-7281-0059-3","10.1109/BigDataService.2019.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8848257","Parallelization;Constraint Programming;Load Balancing;Grid Computing;Cloud Computing","Cloud computing;Search problems;Load management;Big Data;Web services;Estimation","","2","","10","IEEE","26 Sep 2019","4-9 April 2019","4-9 April 2019","IEEE","IEEE Conferences"
"Clouds for Masses - Toward Ubiquitous and Transparent Clouds","A. Goscinski; P. Church","Philip Church, Deakin University, Waurn Ponds, Australia; Philip Church, Deakin University, Waurn Ponds, Australia",2015 IEEE 8th International Conference on Cloud Computing,"20 Aug 2015","2015","","","1141","1148","Since the development of the computer, user orientated innovations such as graphical operating systems, mice, and mobile devices have made computing ubiquitous in modern society. The cloud is the next step in this process. Through the cloud, computing has undergone co modification and has been made available as a utility. However, in comparison to other commodities such as water and electricity, clouds (in particular IaaS and PaaS) have not reached the same penetration into the global market. We propose that through further abstraction, future clouds will be ubiquitous and transparent, made accessible to ordinary users and integrated into all aspects of society. This paper presents a concept and path to this ubiquitous and transparent cloud, accessible by the masses.","2159-6190","978-1-4673-7287-9","10.1109/CLOUD.2015.168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7214178","cloud computing;software as a service;ubiquitous and transparent clouds","Clouds;Servers;Cloud computing;Software as a service;Libraries;Bioinformatics","","","","16","IEEE","20 Aug 2015","27 June-2 July 2015","27 June-2 July 2015","IEEE","IEEE Conferences"
"Comparative Analysis of Current Infrastructure of Cloud Computing Unveiling the Trends of Industry 5.0","E. B. Blancaflor; C. R. Robles; S. I. Espino; K. G. Matignas; M. Abisado; R. Palenzuela","School of Information Technology, Mapua University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines; College of Computing and Information Technologies, National University, Manila, Philippines",2024 IEEE 7th International Conference on Computer and Communication Engineering Technology (CCET),"16 Jan 2025","2024","","","200","204","This study aims at a comparative analysis of leading cloud computing architectures, focusing on their readiness for Industry 5.0. It uses Snowball Systematic Literature Review to examine key platforms like AWS, Azure, and Google Cloud to evaluate scalability, security, latency, and data processing capabilities. Emerging technologies such as edge computing and serverless computing were explored alongside data sovereignty and compliance considerations. Insights aim to inform decisions on optimizing cloud infrastructure in the promising Industry 5.0, contributing to resilient, secure, and agile ecosystems supporting this transformative era.","2836-5992","979-8-3503-5567-3","10.1109/CCET62233.2024.10838120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10838120","Industry 5.0;Cloud Computing;Emerging Technologies;Network Architecture","Industries;Cloud computing;Scalability;Focusing;Serverless computing;Computer architecture;Fifth Industrial Revolution;Standards;Edge computing;Systematic literature review","","1","","18","IEEE","16 Jan 2025","16-18 Aug. 2024","16-18 Aug. 2024","IEEE","IEEE Conferences"
"Service-Oriented Computing and Cloud Computing: Challenges and Opportunities","Y. Wei; M. B. Blake","University of Notre Dame, USA; University of Notre Dame, USA",IEEE Internet Computing,"1 Nov 2010","2010","14","6","72","75","Service-oriented computing and cloud computing have a reciprocal relationship - one provides computing of services and the other provides services of computing. Although service-oriented computing in cloud computing environments presents a new set of research challenges, the authors believe the combination also provides potentially transformative opportunities.","1941-0131","","10.1109/MIC.2010.147","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5617062","Service-oriented computing;cloud computing;service-oriented architecture;interoperability;modularity","Cloud computing;Clouds;System-on-a-chip;Software;Organizations;Monitoring;Availability","","264","3","10","IEEE","1 Nov 2010","Nov.-Dec. 2010","","IEEE","IEEE Magazines"
"Federated Galaxy: Biomedical Computing at the Frontier","E. Afgan; V. Jalili; N. Goonasekera; J. Taylor; J. Goecks","Department of Biology, Johns Hopkins university of Baltimore, MD, USA; Department of Biomedical Engineering, Oregon Health and Science University, Portland, OR, USA; Melbourne Bioinformatics, University of Melbourne, Melbourne, VIC, Australia; Departments of Biology amd Computer, Science Johns Hopkins University, Baltimore, MD, USA; Department of Biomedical Engineering, Oregon Health and Science University, Portland, OR, USA",2018 IEEE 11th International Conference on Cloud Computing (CLOUD),"11 Sep 2018","2018","","","871","874","Biomedical data exploration requires integrative analyses of large datasets using a diverse ecosystem of tools. For more than a decade, the Galaxy project (https://galaxyproject.org) has provided researchers with a web-based, user-friendly, scalable data analysis framework complemented by a rich ecosystem of tools (https://usegalaxy.org/toolshed) used to perform genomic, proteomic, metabolomic, and imaging experiments. Galaxy can be deployed on the cloud (https://launch.usegalaxy.org), institutional computing clusters, and personal computers, or readily used on a number of public servers (e.g., https://usegalaxy.org). In this paper, we present our plan and progress towards creating Galaxy-as-a-Service-a federation of distributed data and computing resources into a panoptic analysis platform. Users can leverage a pool of public and institutional resources, in addition to plugging-in their private resources, helping answer the challenge of resource divergence across various Galaxy instances and enabling seamless analysis of biomedical data.","2159-6190","978-1-5386-7235-8","10.1109/CLOUD.2018.00124","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8457892","cloud bursting;data federation;service computing","Cloud computing;Servers;Tools;Gallium arsenide;Bioinformatics;Ecosystems;Maintenance engineering","","7","","14","IEEE","11 Sep 2018","2-7 July 2018","2-7 July 2018","IEEE","IEEE Conferences"
"TF-DDRL: A Transformer-Enhanced Distributed DRL Technique for Scheduling IoT Applications in Edge and Cloud Computing Environments","Z. Wang; M. Goudarzi; R. Buyya","Quantam Cloud Computing and Distributed Systems (QCLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne, Parkville, VIC, Australia; Faculty of Information Technology, Monash University, Clayton, VIC, Australia; Quantam Cloud Computing and Distributed Systems (QCLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne, Parkville, VIC, Australia",IEEE Transactions on Services Computing,"11 Apr 2025","2025","18","2","1039","1053","With the continuous increase of IoT applications, their effective scheduling in edge and cloud computing has become a critical challenge. The inherent dynamism and stochastic characteristics of edge and cloud computing, along with IoT applications, necessitate solutions that are highly adaptive. Currently, several centralized Deep Reinforcement Learning (DRL) techniques are adapted to address the scheduling problem. However, they require a large amount of experience and training time to reach a suitable solution. Moreover, many IoT applications contain multiple interdependent tasks, imposing additional constraints on the scheduling problem. To overcome these challenges, we propose a Transformer-enhanced Distributed DRL scheduling technique, called TF-DDRL, to adaptively schedule heterogeneous IoT applications. This technique follows the Actor-Critic architecture, scales efficiently to multiple distributed servers, and employs an off-policy correction method to stabilize the training process. In addition, Prioritized Experience Replay (PER) and Transformer techniques are introduced to reduce exploration costs and capture long-term dependencies for faster convergence. Extensive results of practical experiments show that TF-DDRL, compared to its counterparts, significantly reduces response time, energy consumption, monetary cost, and weighted cost by up to 60%, 51%, 56%, and 58%, respectively.","1939-1374","","10.1109/TSC.2025.3528346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10836729","Cloud computing;deep reinforcement learning;distributed systems;edge computing;Internet of Things","Internet of Things;Cloud computing;Costs;Processor scheduling;Optimal scheduling;Servers;Energy consumption;Transformers;Time factors;Dynamic scheduling","","18","","51","IEEE","10 Jan 2025","March-April 2025","","IEEE","IEEE Journals"
"A Survey of Cloud Computing Security Challenges, Issues and their Countermeasures","L. B. Bhajantri; T. Mujawar","Department of Information Science & Engineering, Basaveshwar Engineering College, Bagalkot, India; Department of Computer Science & Engineering, Basaveshwar Engineering College, Bagalkot, India","2019 Third International conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","12 Mar 2020","2019","","","376","380","Cloud computing is an emerging paradigm that provides on demand access to various resources such as servers, storage, applications, networking etc., over the internet. Cloud computing enables access to shared pool of resources, which are managed by third party cloud service providers. It comes with wide range of benefits such as low operating cost, efficiency, scalability, flexibility, etc. The cloud users can access different services and/or resources at anytime and from anywhere on pay per use basis. Hence many individual users, organizations, and businesses are moving towards cloud computing and sharing large amount of data on cloud. However, the security concern is the biggest barrier for wide adoption of cloud computing. The security issues exist in context of infrastructure, data and storage, access control in cloud environment. This paper explores various security issues in all these perspectives. The paper briefly reviews the security issues at infrastructure level, data level, and also discusses the concept of Identity and Access Control in cloud. Also the different solutions to avoid or alleviate the security issues in cloud environment are discussed.","","978-1-7281-4365-1","10.1109/I-SMAC47947.2019.9032545","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9032545","Cloud computing;Security;Access Control;Privacy;Integrity;Identity management;Authentication;Authorization","Cloud computing;Organizations;Access control;Computational modeling;Data security","","18","","24","IEEE","12 Mar 2020","12-14 Dec. 2019","12-14 Dec. 2019","IEEE","IEEE Conferences"
"Data Protection as a Service in the Multi-Cloud Environment","M. Colombo; R. Asal; Q. H. Hieu; F. Ali El-Moussa; A. Sajjad; T. Dimitrakos","EBTIC-Khalifa University, Abu Dhabi, UAE; British Telecom (BT), Adastral Park Ipswich, UK; EBTIC-Khalifa University, Abu Dhabi, UAE; British Telecom (BT), Adastral Park Ipswich, UK; British Telecom (BT), Adastral Park Ipswich, UK; British Telecom (BT), Adastral Park Ipswich, UK",2019 IEEE 12th International Conference on Cloud Computing (CLOUD),"29 Aug 2019","2019","","","81","85","This paper introduces a framework for Data Protection as a Service (DPaaS) to cloud computing users. Compared to the existing Data Encryption as a Service (DEaaS) such as those provided by Amazon and Google, our DPaaS framework provides more flexibility, control and visibility for protecting data in the cloud. In addition to supporting the basic data encryption capability as DEaaS does, this DPaaS framework allows data owners to define fine-grained access control policies to protect their data. Data protected by an access control policy are automatically encrypted and access is granted to user/applications according with the policy. In general, the DPaaS enables the separation of concerns between security and data management, in addition to defining a full cycle of data security automation from encryption to decryption. Our proof-of-concept prototype of the DPaaS works with hybrid multi-cloud environments including private clouds and virtual data-centers using OpenStack, CloudStack and VMWare as well as public clouds being the BT Cloud Compute platform and Amazon (AWS). Experiments on the prototype have proved the efficiency of the framework.","2159-6190","978-1-7281-2705-7","10.1109/CLOUD.2019.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8814489","Multi Cloud;Data Protection;Access Control;Cloud Computing;Data Encryption;Big Data","Cloud computing;Encryption;Access control;Data protection","","12","1","23","IEEE","29 Aug 2019","8-13 July 2019","8-13 July 2019","IEEE","IEEE Conferences"
"VM Auto-Scaling for Workflows in Hybrid Cloud Computing","Y. Ahn; Y. Kim","Dept. of Computer Science, Sookmyung Women's University, Seoul, Korea; Dept. of Computer Science, Sookmyung Women's University, Seoul, Korea",2014 International Conference on Cloud and Autonomic Computing,"29 Jan 2015","2014","","","237","240","Appearance of Science Clouds enables scientists to facilitate large-scale scientific computational experiments over cloud environment. Many task computing (MTC) in computational science needs to certificate stable executions of applications even in rapid changes of vital status of physical resources and supports high performance resources in a long period. Auto-scaling approach on virtual machines (VM) increases efficient cloud resources management for the computational problem solving environment. Diverse auto-scaling methods which provide useful resource management presently are being debated and studied. However, most of the auto-scaling methods are just easily considered in performance metrics or execution deadline in specific workloads but not in various patterns of workflow. We propose an auto-scaling method, guaranteeing the execution of various patterns of workflow within deadline time in hybrid cloud environment. The experimental results show the method works dynamically and acceptably on hybrid cloud resources for various workflow patterns having random workload dependency.","","978-1-4799-5841-2","10.1109/ICCAC.2014.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7024066","auto-scaling;hybrid cloud computing;workflow;workflow dependency","Cloud computing;Schedules;Resource management;Algorithm design and analysis;Conferences;Problem-solving;Scheduling algorithms","","9","","12","IEEE","29 Jan 2015","8-12 Sept. 2014","8-12 Sept. 2014","IEEE","IEEE Conferences"
"The Investigation of Cloud-Computing-based Image Mining Mechanism in Mobile Communication WEB on Android","G. Cai-dong; L. Kan; W. Jian-ping; F. Ying-li; L. Jing-xiang; X. Chang-shui; S. Mao-xin; L. Zhao-bin","JiangSu Province Support Software Engineering Research and Development Center for Modern Information Technology Application in Enterprise, Suzhou Vocational University, Suzhou, China; JiangSu Province Support Software Engineering Research and Development Center for Modern Information Technology Application in Enterprise, Suzhou Vocational University, Suzhou, China; Department of Computer Engineering, Suzhou Vocational University, Suzhou, China; Department of Computer Engineering, Suzhou Vocational University, Suzhou, China; Suzhou Vocational University, Suzhou, Jiangsu, CN; Department of Computer Engineering, Suzhou Vocational University, Suzhou, China; Department of Computer Engineering, Suzhou Vocational University, Suzhou, China; Department of Computer Engineering, Suzhou Vocational University, Suzhou, China",2010 Ninth International Conference on Grid and Cloud Computing,"13 Jan 2011","2010","","","408","411","With the development of 3G network technology, the rapid upgrading of mobile phone hardware, and the refined requirements for mobile phones by mobile phone users, it is essential for mobile phones to be able to promptly and accurately process images. A mobile phone terminal sends the service requests to cloud computer system which then processes the requests and sends the results via 3G network back to the mobile phone terminal. This paper presents a architectural model to realize the image processing system that connects mobile phone with clouding computing through 3G network. The method is to build intra-enterprise server group, distributed database system, and parallel computing system to form a private cloud computing system, which defines ontological semantic tags for images uploaded from mobile phone terminals and stores them in a distributed way (cloud storing), and to design the corresponding search algorithms to help the system to promptly and accurately query the images (cloud computing), and retrieve the appropriate images through sorting matching indexes, weights, and etc.","2160-4916","978-1-4244-9334-0","10.1109/GCC.2010.85","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5662716","Cloud computing;WEB image mining;Mobile terminal;3G network","Cloud computing;Mobile handsets;Mobile communication;Google;Image processing;Clouds","","4","","","IEEE","13 Jan 2011","1-5 Nov. 2010","1-5 Nov. 2010","IEEE","IEEE Conferences"
"IoT based Social Device Network with Cloud Computing Architecture","T. Suman; S. Kaliappan; L. Natrayan; D. C. Dobhal","Department of Electronics and Communication Engineering, G. Pullaiah College of Engineering and Technology (Autonomous), Kurnool, India; Department of Mechanical Engineering, Velammal Institute of Technology, Chennai, India; Department of Mechanical Engineering, Saveetha School of Engineering, Simats, India; Department of Computer Science & Engineering, Graphic Era Deemed to be University, Dehradun, India",2023 Second International Conference on Electronics and Renewable Systems (ICEARS),"5 Apr 2023","2023","","","502","505","Internet of Things (IoT) is an emerging technology that is taking the current technology to the next phase of connectivity by connecting any device to the internet. It may be a mobile phone device, a speaker or even a connected vehicle. The number of IoT-based devices people use is increasing day by day. The quantity of smart gadgets people purchase on both offline and online platforms has increased to a significant number in the past few years. This research article proposes social networking between IoT devices, by the interconnection of IoT devices based on a Cloud computing method. Through cloud computing, number of Edge platform-based, IoT devices can be connected to a common cloud called Fog computing, which in turn connects to the Cloud network. The social networking of IoT devices enables users to switch and share data between their IoT devices. Various computational programs and block chain techniques develop applications that allow the host network to communicate with IoT devices with secure access to the data shared by all IoT devices connected to the Cloud without any data loss or security breach.","","979-8-3503-4664-0","10.1109/ICEARS56392.2023.10085574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10085574","Energy;Cloud computing;Fog computing;IoT devices;social networking;Cloud data;Sustainable development","Cloud computing;Microwave integrated circuits;Social networking (online);Computer architecture;Switches;Cameras;Safety","","129","","34","IEEE","5 Apr 2023","2-4 March 2023","2-4 March 2023","IEEE","IEEE Conferences"
"Effective task migration to reduce execution time in mobile cloud computing","S. Saha; M. S. Hasan","School of Computing and Digital Technologies, Staffordshire University, Stoke-on-Trent, UK; School of Computing and Digital Technologies, Staffordshire University, Stoke-on-Trent, UK",2017 23rd International Conference on Automation and Computing (ICAC),"26 Oct 2017","2017","","","1","5","With the advancements in mobile technologies, different compute-intensive tasks are emerging rapidly. However, due to resource constraints, these tasks are facing challenges to execute on mobile devices. As a solution to this problem, cloud migration has been introduced to execute a task on the cloud and then to return the results to the user mobile device. In this paper, a cloud migration decision-making algorithm for compute-intensive tasks has been proposed to determine the feasibility of execution on a cloud server instead of a mobile device. Furthermore, the performances between mobile and cloud executions have been investigated which show that the task completion time can be reduced by a factor of 6 to 8 of mobile service when a cloud server is utilised.","","978-0-7017-0260-1","10.23919/IConAC.2017.8081998","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8081998","compute-intensive;task migration;mobile cloud;decision algorithm;cloud computing","Cloud computing;Mobile handsets;Servers;Mobile communication;Wireless fidelity;Computer architecture","","11","","15","","26 Oct 2017","7-8 Sept. 2017","7-8 Sept. 2017","IEEE","IEEE Conferences"
"Analytics of Performance and Data Quality for Mobile Edge Cloud Applications","H. -L. Truong; M. Karan","Faculty of Informatics, Wien, TU, Austria; Alumnus, Wien, TU, Austria",2018 IEEE 11th International Conference on Cloud Computing (CLOUD),"11 Sep 2018","2018","","","660","667","Emerging edge/fog computing models have fostered new types of applications whose software components and dependent services are provisioned across distributed edge and cloud infrastructures. The design of mobile edge cloud systems is complex, thus it is important to understand suitable deployment models and test them. Since mobile edge cloud computing and its deployments are quite new, there is a lack of techniques and knowledge about possible deployments, configurations, and performance evaluation. In this paper, we present our experiences on studying the impact of performance and data quality for mobile edge cloud systems. We use a mobile edge cloud cornering assistance (MECCA) application to examine various performance and data quality impact. In this paper, we explain how by using MECCA to test performance and data quality, we draw key issues and steps in analytics of edge cloud applications and lessons learned for mobile edge computing application testing.","2159-6190","978-1-5386-7235-8","10.1109/CLOUD.2018.00091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8457860","mobile edge computing;cloud computing;performance monitoring;quality of data;connected vehicles","Cloud computing;Data integrity;Image edge detection;Testing;Software;Performance evaluation","","11","","18","IEEE","11 Sep 2018","2-7 July 2018","2-7 July 2018","IEEE","IEEE Conferences"
"The comparison between cloud computing and grid computing","Shuai Zhang; Xuebin Chen; Shufen Zhang; Xiuzhen Huo","College of Science, Hebei Polytechnic University, Tangshan, Hebei, China; College of Science, Hebei Polytechnic University, Tangshan, Hebei, China; College of Science, Hebei Polytechnic University, Tangshan, Hebei, China; Tangshan No. 2 Middle School, Tangshan, Hebei, China",2010 International Conference on Computer Application and System Modeling (ICCASM 2010),"4 Nov 2010","2010","11","","V11-72","V11-75","It is a great idea to make many normal computers together to get a super computer, and this computer can do a lot of things. This is the concept of cloud computing. Cloud computing is an emerging model of business computing. And it is becoming a development trend. This article compares cloud computing and grid computing. Internet has connected all the computers in the world. Grid computing has been put forward under this background. Its core concept is to complete computing based on compute grid, in it every computer will devote power. In recent years a new concept cloud computing has been put forward, it can connect millions of computers to a super cloud. This article also introduces the application field the merit of cloud computing, such as, it do not need user's high level equipment, so it reduces the user's cost. It provides secure and dependable data storage center, so user needn't do the awful things such storing data and killing virus, this kind of task can be done by professionals. It can realize data share through different equipments. The users need not know how the cloud runs. In this paper I describe the concept of cloud computing and grid computing and compare them.","2161-9077","978-1-4244-7237-6","10.1109/ICCASM.2010.5623257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623257","Cloud Computing;Grid computing;Distributed computer","Cloud computing;Grid computing;Clouds;Computers;Software;Servers","","27","","16","IEEE","4 Nov 2010","22-24 Oct. 2010","22-24 Oct. 2010","IEEE","IEEE Conferences"
"Advanced computing support for non-HEP research communities at IFIN-HH","I. Vasile; D. Ciobanu-Zabet; M. Dulea","Department of Computational Physics and Information Technologies (DFCTI), Horia Hulubei National Institute for R&D in Physics and Nuclear Engineering (IFIN-HH), Măgurelc, Ilfov, Romania; Department of Computational Physics and Information Technologies (DFCTI), Horia Hulubei National Institute for R&D in Physics and Nuclear Engineering (IFIN-HH), Măgurelc, Ilfov, Romania; Department of Computational Physics and Information Technologies (DFCTI), Horia Hulubei National Institute for R&D in Physics and Nuclear Engineering (IFIN-HH), Măgurelc, Ilfov, Romania","2018 Conference Grid, Cloud & High Performance Computing in Science (ROLCG)","13 Dec 2018","2018","","","1","4","The Operations Centre of the Romanian National Grid Infrastructure (NGI-RO) currently provides a broad spectrum of computing resources and services to various non high-energy physics research communities. The available computing paradigms include HPC (MPI/CPU and CUDA/GPGPU), grid computing, and cloud - which facilitates the provision, allocation and delivery of resources on demand for scientific researchers. As manager of the only Romanian cloud centre that is certified within the European Infrastructure for Advanced Computing (EGI) and connected to the EGI Federated Cloud - which is implementing the European Open Science Cloud (EOSC), IFIN-HH strives for including the national research communities among the beneficiaries of the future EOSC infrastructure. Therefore, the sites managed by the Operations Centre support scientific areas of major interest in the national and European research strategies, such as the physics of intense laser - nuclear matter interaction, computational biology, nanomaterials technology and quantum optics devices. This article reviews the recent developments regarding the support provided through the infrastructure of the GRIDIFIN and CLOUDIFIN sites to the experimental groups of the Extreme Light Infrastructure - Nuclear Physics (ELI-NP) ESFRI, the community of computational biologists, the researchers in condensed matter physics and nanomaterial technology.","","978-1-5386-7042-2","10.1109/ROLCG.2018.8572243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8572243","cloud computing;grid computing;distributed computing;high-performance computing","Cloud computing;Physics;Europe;Computational modeling;Computational biology;Biological system modeling;Portals","","","","14","IEEE","13 Dec 2018","17-19 Oct. 2018","17-19 Oct. 2018","IEEE","IEEE Conferences"
